Computing ID,GPA,Class Year,Major,Size Preference,Reading,Writing,Group Work,Time Commitment
qkz6lx,3.85,2,CS,2,1,4,3,5
mmo4aw,3.33,2,CPE,2,4,3,0,3
dxq4fw,3.1,2,CS,3,0,1,1,1
edt9zt,3.08,1,CS,5,3,3,5,4
bbt6uy,2.57,2,MAE,2,1,5,5,0
avf4ch,3.55,1,CS,0,2,0,5,1
hpe6nr,3.17,2,CS,4,4,3,2,2
yve2db,3.13,2,CHE,0,5,0,2,0
xjn7xb,4,1,MSE,4,4,5,0,4
tuf9wu,3.32,1,CHE,5,1,5,3,1
rqe1zm,2.9,4,MAE,3,0,2,4,1
ugi8fp,3.03,4,ECE,2,2,0,0,3
dge6ql,3.66,1,ECE,2,1,4,4,1
kfj1ce,3.25,3,ECE,2,3,3,0,1
pvm2hc,2.62,1,MAE,5,2,5,2,4
qxi4gn,3.57,2,CS,4,4,0,5,4
tgs0qc,2.93,1,MAE,2,1,1,3,0
uqo5co,3.95,2,CS,0,4,2,2,2
hkn4rq,3.63,2,ECE,2,4,1,3,4
irg5cc,3.02,4,CS,5,4,5,4,0
hkc7ce,3.71,4,ECE,3,0,1,0,1
jzx8ui,3.23,1,SYS,0,4,1,1,0
zxh6an,3.54,3,CS,2,3,2,1,0
nll9zh,3.39,1,ECE,2,3,2,3,0
rtf7dr,2.86,2,CHE,1,2,2,5,5
yyq5ng,2.94,4,CS,4,5,2,5,0
jip3fu,3.61,1,MAE,0,4,1,3,4
crx1en,3.07,4,CS,1,4,4,2,5
ceg5rn,3.04,2,MAE,3,1,4,1,2
lhe8qv,2.82,3,SYS,4,0,2,2,0
wwv0ry,3.37,2,MAE,0,5,3,4,3
ysl1rp,4,3,MAE,2,2,0,1,1
jas4hj,2.77,2,CS,0,5,5,4,1
cqp9er,3.21,1,ECE,2,4,3,0,5
wmg2kv,3.76,2,CS,4,1,5,2,1
gwa8gp,3.17,3,CS,2,0,3,3,1
hpt9hc,3.38,2,MAE,3,2,3,1,5
ukn8ys,2.78,4,CS,5,5,4,2,1
bdb0um,3.37,2,ECE,2,2,0,3,0
ooh0pg,3.13,2,CHE,3,4,3,0,2
smp3zd,3.59,4,CS,5,2,2,1,5
wqo6eq,3.67,3,SYS,4,1,5,4,3
ymf8rl,4,3,SYS,4,2,4,0,5
nvt0tg,3.43,4,CPE,0,3,5,5,4
mlg6sx,3.33,4,CS,3,1,2,3,3
tan3xf,3.28,4,CS,3,5,2,1,4
klo4wi,3.06,2,CS,1,0,3,1,5
imn1mn,3.34,2,CS,1,0,2,0,4
puk5ln,3.08,3,CPE,5,4,0,1,3
ubj5cn,3.27,3,CS,5,4,2,3,0
qwu3yt,3.73,2,CS,1,3,3,0,5
ywg0ho,2.8,1,ECE,5,5,5,4,5
odg3ic,3.66,2,CPE,2,0,2,0,1
kck2cb,3.73,3,CHE,1,0,4,0,5
izm4ty,3.15,2,CS,3,0,4,4,5
jha9gu,2.35,2,ECE,2,0,4,5,0
pxz7ub,2.96,3,ECE,5,2,5,3,1
ulq6in,3.72,3,CHE,4,5,1,5,2
ilb5ym,3.19,1,CS,0,1,4,5,4
yru5ed,2.8,1,CS,1,1,4,5,3
qcm5uw,3,2,ECE,4,3,1,2,2
nud2xr,3.54,2,ECE,5,2,5,5,1
qiq8yx,3.42,2,CS,3,0,4,2,0
gpv1po,3.1,2,CS,0,0,3,4,3
omq3nm,3.05,2,ECE,4,4,5,3,4
amx1wo,3.04,2,CS,0,4,4,5,5
ima1nm,2.83,2,CPE,1,3,4,1,5
jag9rt,3.85,3,CHE,5,0,1,4,2
frd4ey,3.07,1,CS,3,3,3,2,4
lex6ad,3.69,1,MSE,5,2,5,3,1
tru3so,3.81,3,SYS,0,1,2,0,4
mef0vp,3.6,3,CPE,4,0,0,3,0
jrb3if,3.03,3,CHE,1,5,3,3,2
okl1rb,3.36,3,CHE,1,2,2,5,2
tzc4ae,3.19,2,CHE,5,0,3,5,0
yvb7ui,2.84,1,ECE,4,5,2,2,4
zfc9ly,3.33,2,MAE,4,4,2,2,0
glw6mz,2.73,2,ECE,0,3,3,5,3
dcu1dj,3.68,2,CPE,5,4,1,5,0
ori7dm,3.01,3,CHE,5,1,3,1,4
spy8ub,3.28,3,CS,2,4,3,1,0
qxi4ub,3.31,4,ECE,5,0,2,4,1
ami9sy,3.1,4,CS,1,5,0,5,5
qcn8ck,3.43,3,ECE,0,4,2,0,0
yyw8lz,3.01,2,CS,4,0,4,1,5
rew7ub,3.55,4,ECE,5,1,3,2,0
ytd5di,2.66,1,ECE,0,5,5,3,4
vrr8kd,3.25,4,CPE,5,4,3,4,3
npv9wx,3.98,2,CHE,4,3,1,1,3
bnd7cn,2.8,1,ECE,3,3,5,3,5
ies8lc,2.93,2,CS,4,5,2,3,4
luv2ps,3.41,4,ECE,4,3,1,1,4
qrs8up,3.27,4,SYS,4,4,3,0,4
dmg1xh,3.34,2,CS,5,4,2,0,1
yfb5cz,3.4,4,CHE,2,5,2,4,2
xnk9qw,3.45,2,CS,4,4,4,0,0
vfc5az,3.64,2,CS,1,0,4,4,4
hlo9kb,3.36,4,CS,1,1,0,2,4
rbx9zm,3.1,3,CS,0,3,4,1,4
zpf8zi,3.47,2,CS,2,0,5,3,3
poq8eu,3.96,2,CS,0,5,2,4,4
mpc4fc,3.15,4,SYS,1,3,4,0,0
amg5xw,2.81,1,CPE,1,0,0,4,4
quv9nd,3.64,4,CS,3,4,3,5,0
zmh6nk,3.15,3,CS,4,5,5,4,1
sfl1ee,2.33,1,CS,1,5,4,0,2
azf5av,3.54,3,CPE,5,3,2,5,3
wlb1sm,2.99,1,CS,5,4,3,5,0
fdr0hc,3.16,1,CS,0,3,2,0,5
lqv2dw,3.33,1,CS,0,2,3,5,1
nqv3lj,3.28,3,CS,4,0,5,1,2
qaj3xi,3.48,3,ECE,4,2,2,3,2
cww9yr,3.03,4,CS,3,0,4,1,2
npk5zc,3.41,4,CPE,2,1,4,1,0
qwp7ag,3.1,1,CPE,0,5,0,0,1
srq1wm,3.5,4,CS,4,3,3,0,4
edo5iq,3.45,2,SYS,0,1,0,3,5
sfx1aj,2.83,2,CS,4,1,1,4,1
pvr4nw,3.63,3,CPE,1,5,4,1,1
ptr9eq,2.99,4,CS,0,5,3,5,1
dsb0ri,3.52,1,CHE,1,0,5,3,0
vdc1aa,3.35,2,CS,0,2,0,1,5
jvk8xk,3.94,3,CHE,2,4,5,4,0
hhx5wv,3.11,2,MAE,3,0,5,5,5
gyk6rv,3.06,2,CS,5,4,5,1,5
als9ew,3.19,1,CS,5,1,0,2,0
trc6ao,3.08,4,CHE,5,4,1,3,5
fqb0qb,3.52,1,CPE,1,2,0,0,1
ycd1iu,2.55,1,CS,4,0,2,1,0
dxn6is,2.78,3,CHE,5,5,4,5,5
gno5kx,2.77,3,CS,2,2,0,5,2
xuc0us,3.58,2,CPE,5,2,0,3,0
gie5er,3.88,2,ECE,0,0,1,3,3
ytg0xj,3.16,2,MAE,1,5,2,5,0
kjw2ou,3.13,3,MSE,0,2,0,5,0
efu1ky,3.23,1,CS,0,5,4,5,0
thw2xq,3.66,4,CS,0,3,4,1,5
mbl2rp,2.83,4,CS,3,3,0,5,0
bxq4lz,3.3,1,CS,3,3,5,0,3
oqd7hc,3.59,1,ECE,4,4,5,5,4
vaw4jo,3.4,4,CPE,1,2,2,0,0
nyj9cx,3.28,2,ECE,2,0,4,1,2
urd7yc,3.6,2,CPE,2,0,5,3,3
vru2pr,2.12,1,CHE,2,4,4,0,4
xfr3gc,3.47,2,CHE,0,0,2,1,5
ehy7bu,2.94,2,CS,3,3,2,5,0
bpz9ax,2.47,3,CHE,1,2,5,1,4
gfy4vo,3.4,1,MSE,0,0,0,5,2
qjj3er,3.75,3,CS,3,0,3,1,3
ipm1ag,3.15,1,CS,3,1,1,3,3
czj0uk,3.58,4,MAE,5,1,3,0,5
jgx1uw,3.84,4,CS,5,1,3,3,5
kvd8oz,3.73,1,CS,1,2,4,2,5
oih9jl,3.86,1,CS,1,3,2,5,4
tgu9fk,3.5,4,MSE,1,5,4,0,0
bbe7sq,3.23,3,CS,0,3,5,3,1
wtu5dy,2.56,2,MAE,4,3,1,0,3
lya6dm,3.1,4,SYS,1,2,5,2,1
lnr5gu,2.86,2,CS,5,2,0,4,3
qiq1jw,4,1,CHE,4,1,1,5,5
lke6mj,3.13,3,MAE,0,0,4,5,0
nnz4un,3.25,4,CS,4,4,4,1,0
emv6gp,3.42,3,ECE,2,4,5,5,3
hwa8pr,3.22,2,ECE,4,5,4,5,4
rxs3ia,3.88,3,CS,1,0,4,3,5
yhb9wb,2.95,3,MSE,0,5,3,5,0
zqg2ai,3.28,4,MSE,1,1,0,5,0
ujf2ko,2.9,2,ECE,5,5,3,2,2
nzr7og,2.67,4,SYS,2,0,4,2,0
iug0je,2.96,4,ECE,5,0,2,0,2
rxj4su,3.19,3,CS,1,4,3,0,0
djl0lb,3.03,3,MAE,1,1,4,5,0
hbv6ah,2.92,2,ECE,1,2,4,5,4
gje5uw,2.64,1,CHE,3,5,0,1,4
iaf6oe,3.17,3,CS,2,4,5,0,5
bdw6ck,2.6,3,CPE,1,5,1,3,0
nmk5uq,3.5,4,CS,1,5,3,5,5
eym6lc,3.23,1,CS,5,2,3,3,5
zjs2wo,2.62,1,ECE,5,1,3,5,5
tcc6lo,3.08,1,ECE,1,0,4,3,5
aab0yy,2.9,1,ECE,0,3,0,4,3
ghk7iq,3.33,4,CHE,3,5,4,3,3
csa3hj,3.74,1,MSE,5,3,4,0,0
mfe7zj,2.45,4,CS,0,1,5,5,3
nxt7od,3.25,2,CS,3,3,2,0,0
qgp2jt,3.14,2,CPE,1,5,0,3,4
yvb4yi,3.47,4,CS,2,2,3,2,1
eja7fj,3.29,4,CS,4,3,1,2,2
cre2mi,2.9,1,MSE,4,1,3,2,3
vlf0fg,3.07,2,CS,1,1,4,5,3
yvs2pw,2.88,4,ECE,5,2,0,1,4
xlk8mr,3.63,2,CS,0,3,0,4,3
kcb3iz,3.21,2,SYS,2,3,0,3,0
ioa5xo,3.96,2,CHE,3,0,2,1,0
iqf9qk,3.18,1,CS,1,4,3,2,1
pal0ba,2.92,1,CPE,2,1,2,3,1
wme6fj,2.59,1,CHE,2,0,5,1,1
npi4mu,2.48,3,CS,5,1,1,0,0
mqk1xt,2.57,1,MAE,3,0,5,2,5
sws5xa,3.31,2,CS,2,4,4,1,5
vjv0tl,3.4,1,MAE,5,0,2,5,1
xnk7es,2.57,3,CS,0,1,2,0,1
slx8ha,3.56,3,CS,5,3,5,2,0
axb9re,3.01,2,CS,0,1,4,4,4
xqf6cn,3.26,3,ECE,0,5,0,2,3
ypf5cv,3.84,1,ECE,2,2,4,5,2
tin7hs,3.56,2,CPE,5,2,3,4,5
gao7ax,3.09,4,CS,0,5,5,4,5
lfw4ox,2.84,2,CHE,3,2,4,4,0
zug5jy,2.34,2,MAE,2,2,0,3,0
ojt0lu,2.91,2,MSE,5,4,4,3,2
mlj7sl,3.12,2,ECE,5,3,2,4,2
rso8el,2.81,3,CS,4,3,1,0,1
lrh5yw,3.15,2,SYS,5,1,2,4,2
pfr4wb,3.23,3,ECE,2,5,1,1,3
pzj7ap,3.11,2,CS,3,0,4,4,3
zta3fs,2.94,2,CS,5,1,3,3,5
chn8wc,3.27,2,CS,4,1,4,3,3
ncu4uz,3.38,3,CS,2,1,0,1,3
huu3jl,2.76,4,CHE,0,1,4,1,3
lcb1tc,3.76,1,CS,1,3,1,2,1
drx2lx,3.16,1,CPE,1,0,2,0,5
xpq0bx,3.21,1,CHE,0,1,3,0,0
gel1uv,3.48,1,MAE,5,3,4,0,5
pmt9gt,3.29,2,CS,1,1,4,5,5
mdb1vv,3.58,3,ECE,1,2,2,3,5
xtf4ry,3.31,1,CS,0,1,3,0,2
fxa2pp,2.96,2,CS,5,5,5,2,0
ywn8eo,3.34,1,CS,5,5,4,2,2
swu7jt,2.74,4,CS,0,1,4,0,1
wna7qb,3.24,2,SYS,5,4,5,1,1
oqx7fy,3.19,3,CPE,5,2,1,2,4
dmr8sk,3.12,4,CS,2,0,1,1,4
opo5gu,3.15,4,ECE,2,1,0,3,1
zwb5fx,2.45,1,CS,0,0,2,5,1
aso4ye,2.98,2,ECE,3,2,3,2,2
nwu1nh,3.24,2,CS,1,1,4,1,1
mqc2dh,3.26,2,CS,2,4,4,0,0
qbe5va,2.79,3,SYS,1,3,0,3,2
gvm8zk,3.71,3,SYS,4,4,4,4,1
dkj8qf,2.85,3,CPE,0,4,2,4,2
fvh0og,3.59,2,CPE,3,3,0,0,2
kkl0no,3.37,3,CS,4,3,2,3,3
lcy6yo,2.94,1,CS,4,5,0,3,4
yxt4gu,3.91,4,SYS,5,3,4,3,2
sbc5mn,2.72,3,ECE,4,1,0,3,5
dtp3gi,3.57,2,CS,0,0,1,4,2
wix8av,3.6,4,MSE,2,5,3,1,5
klt2ia,2.93,1,CS,0,5,4,3,3
bau3yj,3.76,3,SYS,2,0,5,1,1
tiu7mq,3.1,2,SYS,4,5,3,3,2
fjv4eg,3.32,2,CS,4,3,4,2,3
agu4ss,3.3,1,CS,3,4,3,5,0
liy7cz,3.15,2,CPE,2,2,1,2,3
csn3vr,3.52,3,ECE,4,3,3,5,4
mkj0xi,3.52,4,CPE,5,4,0,2,4
ldt6yw,2.5,3,CS,1,4,3,3,1
aft6dr,3.72,2,MAE,3,5,4,1,5
vrr4cy,2.54,4,CHE,0,1,5,5,1
mot0ez,3.61,2,CS,3,1,5,4,5
lai6hi,3.65,2,ECE,1,5,2,0,5
uyg8de,2.76,3,CS,2,5,3,5,5
fht6zw,3.04,1,SYS,0,0,5,5,5
wwt4oy,2.76,1,CS,0,0,3,4,4
kge6bs,3.11,3,ECE,2,2,5,3,4
eyb4jt,3.08,3,CS,3,2,3,2,2
aeb7qa,3.51,3,CS,4,2,4,2,4
hqp2uy,3.72,1,CS,3,2,3,1,1
xkq7ap,3.76,4,ECE,1,4,4,3,4
qat0sp,2.98,3,CS,5,4,4,4,1
edh6ap,3.12,3,CS,4,0,2,3,0
ilk6dp,2.53,1,CPE,3,1,5,3,4
inl7kd,2.88,1,ECE,5,5,0,2,1
tew6vn,3.59,4,CS,5,1,4,4,5
cnl8vq,3.85,3,ECE,2,3,5,0,3
pvz3rb,2.71,1,ECE,1,4,1,5,5
vgw4wq,2.96,1,CS,1,2,3,2,2
hoy0xa,3.19,3,CPE,1,2,1,4,1
uvq4ve,3.31,2,ECE,4,3,3,1,5
xqh5xr,2.88,1,MSE,0,1,2,5,4
ugq3op,3.37,3,CS,4,2,4,5,4
ezo6mt,3.01,1,CS,3,1,0,2,0
bvi2lm,3.19,3,SYS,5,5,4,1,3
jtt6eb,3.42,3,CS,5,3,3,2,1
igk4ef,3.2,2,CS,0,1,0,3,5
pga0qw,3.03,1,SYS,3,5,4,4,3
ibd7ro,3.16,3,ECE,0,1,0,1,0
gtd4ni,3.16,3,SYS,5,1,3,5,2
luk6ls,3.05,1,CHE,4,2,2,2,3
nbh3jn,3.1,2,CS,1,0,2,5,0
lrs5rj,3.84,3,MSE,5,4,4,1,1
wbq5ep,3.42,1,SYS,2,1,1,5,2
jml5ec,3.08,1,SYS,1,1,3,2,4
wsx7xc,3.48,3,CS,5,1,4,2,0
kpg5bz,3.07,1,MAE,4,0,4,0,4
xfx2ra,3.67,2,CHE,0,5,2,5,2
ltj3ia,3.35,2,CS,1,3,0,0,0
wfk7xv,3.16,3,CS,4,2,3,0,0
nmr6hz,3.38,1,CS,3,0,0,5,2
wdp8tb,2.57,4,CHE,2,5,5,1,1
tcm7uk,2.75,3,CS,1,1,5,3,0
czf0je,2.72,1,MAE,0,5,3,2,2
qow4fa,3.26,2,MAE,3,0,1,4,3
wjq0km,3.89,1,CHE,4,0,5,0,4
uvo7ae,4,1,CS,2,0,2,1,0
fhh9gn,3.46,4,CPE,0,3,1,5,3
ljv2jg,3.4,4,CS,4,4,4,1,0
omx5ak,2.48,1,CS,4,2,5,1,1
meb6kb,2.98,2,CS,1,3,2,5,2
oxs9gv,2.88,2,CS,1,3,4,4,0
uku4rt,2.95,3,ECE,0,4,1,5,2
hqq5oq,3.13,2,CHE,5,3,3,4,5
wzo6yt,3.01,1,CS,5,0,4,5,0
qbl8hs,2.41,4,MAE,4,0,0,0,1
ahf8tx,3.5,2,MSE,1,5,3,4,1
jka8an,2.77,3,CPE,2,1,3,0,3
wnl0bm,3.3,2,ECE,2,3,1,4,1
dkp0qx,4,1,ECE,4,1,1,4,2
pgu1gb,2.83,3,CHE,1,2,2,5,5
mcd5sf,2.19,2,CS,0,0,2,4,1
uyj5nc,3.09,2,CS,0,5,0,0,0
ygo0bl,3.64,3,CHE,0,2,3,5,1
pwn9ff,3.98,2,MAE,2,5,0,2,5
vpt1qd,2.71,1,CS,1,4,0,0,2
yfp2vu,3.4,1,SYS,1,0,1,2,0
fdm1tf,3.01,1,CS,2,2,0,1,3
qnm0hq,3.16,3,MSE,0,4,0,5,3
mzq3qh,4,2,CS,0,2,4,1,3
rgw6wf,2.6,1,MAE,4,5,2,5,0
lkl6ie,3.3,4,MSE,5,4,2,5,3
crz6ji,3.39,2,CS,3,4,3,0,1
paq1he,3.63,1,CPE,5,0,2,2,0
yjh1rr,3.24,4,MSE,1,1,5,5,0
pjl4ta,3.32,2,ECE,1,5,3,2,0
bfo2zb,3.04,1,SYS,1,5,4,5,4
crw8sf,3.31,3,CS,5,4,2,2,2
yaj7ly,3.06,3,CHE,3,4,4,1,4
yxt7re,3.45,3,CS,4,0,2,0,4
kbh2ak,3.05,4,CPE,5,1,2,5,4
ldg2fr,3.35,2,CS,3,5,4,3,2
hwe3by,3.19,3,CPE,0,3,0,2,4
ylc2dw,3.65,1,CS,0,3,0,2,3
ibi0mf,3.18,4,SYS,1,1,0,3,0
boo3rr,2.49,4,ECE,2,2,5,0,0
mrc4kc,3.7,1,CS,1,0,0,2,1
uhm8zr,2.84,2,SYS,2,1,2,0,5
afh1in,2.94,2,CPE,3,3,1,2,3
jys8wh,2.96,3,SYS,0,4,4,4,2
fry3fi,3.75,2,CS,5,3,1,2,5
cyy7ja,2.35,2,ECE,2,4,5,4,0
dxh5jm,4,3,CHE,3,0,1,5,4
ijv6bl,3.62,3,CPE,0,4,3,0,1
jjh4av,3.29,3,CPE,5,1,0,2,1
nph4qb,3.18,4,CHE,2,4,5,1,0
soe5kf,3.31,3,ECE,1,2,2,1,3
zso0df,3.41,3,CS,1,1,0,3,5
dpw4yt,3.46,4,CS,1,0,0,1,1
mzz2ad,3.42,4,CHE,3,1,1,4,0
mie7bz,3.24,1,CS,1,2,3,1,3
xzv6bz,3.12,4,CS,4,0,0,1,0
kli1jk,3.14,3,CS,0,3,4,1,0
lfg1ya,3.12,1,CPE,3,2,4,2,3
nfm5zf,3.65,2,CS,5,0,0,3,3
raw2sv,3.44,1,CS,1,4,1,0,3
spm4cb,2.02,2,ECE,0,1,1,3,0
aep4cr,3.46,1,CS,2,0,2,4,1
goz5wj,3.28,1,CHE,1,1,5,2,2
elk1oi,3.19,4,MAE,0,4,5,5,2
hvt3vq,3.04,2,CPE,4,0,5,2,0
icd5js,3.65,2,MAE,2,3,3,1,0
nhh2rr,3.58,1,ECE,4,2,1,1,1
nxu1jo,2.89,1,CS,5,0,2,4,3
vuz3re,3.36,2,CS,0,4,4,5,0
ryu9ry,2.81,2,MAE,4,0,5,2,4
nwx5cj,2.65,2,CS,5,1,4,5,3
csl1hv,2.95,3,CS,0,5,4,0,0
xux1lh,3.54,1,MAE,0,0,0,3,4
mpa0fi,3.58,1,CPE,4,3,3,2,5
wlq7fk,3.41,3,ECE,0,0,2,5,1
hbc9mi,3.49,2,ECE,1,2,3,0,4
qyr2tr,3.41,3,MAE,0,0,0,0,0
uex0mr,2.94,4,CS,3,5,2,3,2
elw2ai,3.37,2,ECE,5,1,2,0,0
cno7dt,3.52,2,SYS,0,0,1,4,2
tgr7ym,3.5,3,CS,3,3,3,0,1
nde2dh,3.68,2,CS,0,4,3,5,1
xmw8vu,3.48,1,CS,0,0,1,4,3
ira0kr,3.34,1,MSE,4,0,4,0,3
lsn8nu,3.63,3,CS,1,2,0,1,2
tut0mp,3.19,3,CPE,5,3,3,0,2
lna5df,2.85,4,MAE,1,5,1,4,1
rvk1az,3.13,1,CS,2,4,2,0,4
paj7rv,2.9,1,CPE,4,1,5,0,2
msd8sv,2.93,1,CPE,4,0,1,0,2
vgy5ri,3.14,4,MSE,1,5,5,4,4
spr5op,2.88,1,MSE,4,4,4,0,3
wmb8jt,3.08,2,MAE,1,1,0,3,3
xeh4tn,2.44,4,MSE,4,5,5,5,2
cxb9sl,3.29,4,CHE,0,3,4,3,3
ixy6gs,3.2,1,SYS,1,3,5,4,3
oab5mm,2.87,1,SYS,1,4,2,1,5
fan8by,3.46,3,MAE,3,1,2,3,3
msd6ox,3.58,2,MAE,4,3,2,5,1
zmg4os,2.56,2,CHE,4,4,2,2,0
col4cc,2.89,4,MAE,1,3,1,5,2
rkq0io,2.89,2,CS,0,3,2,3,2
lfl3yr,2.82,3,CHE,0,5,2,2,1
gsp7rh,3.53,1,MAE,5,5,1,4,0
xaa5vn,3.12,3,ECE,0,3,2,5,0
yyg6se,3.09,1,CS,4,2,4,1,1
ylr5cv,2.4,1,SYS,3,5,4,2,4
ktu1ie,3.45,4,CPE,1,1,3,2,4
bqx2xk,2.7,3,SYS,2,4,4,5,0
hcr9of,3.22,1,CS,3,4,0,3,4
sli6pf,3.31,3,ECE,2,1,0,2,4
hyo3ep,3.74,1,CS,3,1,0,4,4
uqp2po,2.68,1,SYS,0,1,1,5,0
ldd8sh,1.99,3,CHE,4,1,4,4,4
zkn1ti,3.27,3,CS,2,0,0,5,2
swl7ia,3.92,1,CS,3,4,3,4,5
rav8jo,3.7,3,CS,4,0,1,3,0
plr0gb,3.28,4,CS,2,3,3,5,1
zfq1vn,3,1,SYS,1,3,4,1,4
afx2dl,3.52,1,CHE,3,4,2,3,3
lih7lc,2.81,3,CS,1,3,3,4,0
dtq2vs,3.39,4,CS,0,1,2,5,1
akv2cc,3.4,3,CS,1,0,1,3,5
pyc4bx,3.62,1,CHE,1,1,3,4,2
wae5gz,4,2,SYS,5,3,3,0,1
phu6jr,3.36,2,CS,3,5,5,0,4
drg3ey,3,4,ECE,0,0,1,2,3
kvc0ks,3.19,2,CS,1,1,1,1,4
mam4jh,2.49,3,CS,4,4,0,0,1
ytm7kg,2.92,2,CPE,2,1,4,4,0
nkn2yr,3.04,2,CS,1,5,3,3,3
eaz3uu,2.99,3,CS,0,3,3,5,3
clr2uf,3.26,1,MAE,1,0,1,3,1
zuq1td,2.87,2,MSE,2,4,1,2,5
xlk0uz,3.65,4,CS,0,0,4,3,5
iuo6yl,3.2,2,CS,3,4,1,0,4
vtc1ne,3.2,2,MAE,0,0,2,3,1
qct2mi,3.07,2,ECE,3,3,2,0,3
pdr5ax,3.26,2,CS,0,4,5,0,1
qah2vg,3.53,2,CS,2,2,2,1,3
nmt6jz,2.85,3,MAE,2,0,2,2,4
ita0dg,2.94,2,CPE,0,0,4,4,0
new6ba,3.08,4,CS,1,1,3,0,0
swj8uk,2.66,3,CS,2,4,2,5,1
fii0fk,2.87,2,CS,3,5,5,2,3
ysp9ib,3.01,2,MAE,3,2,1,4,0
ybg6kl,3.55,1,CS,4,3,2,5,3
cdr9az,3.31,1,MAE,5,1,5,3,4
hil1he,3.28,4,ECE,5,2,4,2,1
tdh9lf,3.54,1,CS,5,4,1,5,3
own7lh,3.15,2,CS,3,2,5,2,1
gku7ib,3.36,2,ECE,4,0,2,2,3
bfw8iz,3.16,3,MSE,5,0,3,3,5
gxl3cp,3.31,1,MSE,5,1,1,3,5
cic8ym,2.97,1,CPE,0,4,1,2,3
ybp7wg,2.22,4,CHE,0,4,3,5,4
efw9jm,3.15,1,CHE,0,2,1,1,1
gik7lg,3.77,2,CS,1,1,2,0,2
fnz8or,3.57,3,CS,5,4,1,3,3
wto0js,3.59,4,ECE,1,5,2,1,3
wrt4sz,3.69,1,ECE,4,5,3,3,5
kgn6ay,3.24,2,SYS,3,0,0,2,0
asx1oa,3.28,1,CS,5,2,3,1,5
pwc8ji,2.95,1,CS,3,3,2,5,1
ppp6ba,3.07,2,ECE,0,0,4,5,5
ylp7hg,3.45,1,ECE,5,1,3,4,2
uxe0hp,3.68,2,MSE,2,4,4,0,4
tej2fe,3.14,3,CHE,1,0,4,0,2
hyb2cf,3.02,3,CPE,1,3,2,3,4
ovb0cw,3.2,3,CS,5,3,2,0,2
gox5qi,3.44,3,MSE,0,5,0,4,5
suw3pm,2.62,2,ECE,1,1,5,5,2
rwx5wh,2.28,2,ECE,0,0,1,1,5
irc8wq,2.98,3,CS,4,2,3,1,5
mlw7zb,2.71,1,MSE,3,0,2,5,1
mbk4wk,3,1,SYS,2,5,3,2,5
nqv1nt,3.14,2,ECE,3,3,5,5,0
hvk5ae,3.02,1,CHE,3,1,5,1,2
kes6rl,3.78,2,CHE,4,1,4,3,3
wud3gk,3.33,4,CS,1,2,1,4,3
vks0qb,3.32,2,SYS,2,1,0,5,3
zut4ut,3.45,3,SYS,1,5,3,2,0
wcn3jx,2.74,4,CS,5,5,1,3,5
qyz0bq,3.62,4,CPE,3,5,0,5,2
fhr3ys,3.17,2,ECE,5,1,3,3,4
hir9ug,3.47,2,ECE,0,1,1,5,4
aja8wq,2.77,1,ECE,3,5,2,3,1
nus5xa,2.58,2,ECE,1,1,3,0,0
tcv6gz,3.53,3,ECE,3,1,1,3,2
ojl6jz,3.35,4,CS,0,3,5,0,5
qvq2ax,2.84,4,CPE,4,0,0,1,3
ohi0tp,2.85,3,CS,5,4,1,0,0
qbn0me,3.65,1,SYS,5,1,2,3,0
knk0sp,2.72,4,MSE,1,4,3,4,2
mok5zu,3.86,3,MAE,3,4,3,4,5
eda0xh,2.84,2,CS,1,3,3,1,1
cfq8uj,3.46,4,CHE,4,1,2,3,5
dvl0ti,3.07,2,CPE,3,5,0,0,1
tkr0bz,3.44,1,CPE,3,4,3,4,1
hyv8ac,2.98,4,MAE,1,1,0,5,3
vxh6db,3.13,2,CPE,1,2,1,2,3
hta7cn,3.22,2,CPE,0,5,5,3,2
akm3rm,2.8,4,CS,4,2,5,5,5
raq3mb,3.5,3,CS,0,2,0,5,1
kij8js,2.99,2,CHE,5,4,0,3,2
nvf4jq,3.11,4,ECE,3,2,5,2,1
wll9di,2.8,3,CS,1,3,3,4,0
esn7sm,2.18,4,ECE,3,3,4,2,4
dwg9mh,3.12,2,CPE,3,4,4,1,4
itw5ot,4,3,CPE,2,1,2,0,1
unk7rf,3.51,3,CS,5,0,5,0,2
umz5yf,3.19,2,ECE,2,1,5,5,3
pwj1zt,3.09,3,CHE,3,1,2,4,5
zle8eg,3.21,3,CHE,1,1,4,2,1
shu7ff,3.42,3,CS,3,1,1,5,1
wup3hz,2.73,3,MAE,5,5,3,3,5
iap2uw,3.65,4,MAE,2,0,3,5,3
jlf6el,3.49,4,CHE,1,5,1,3,1
ggj4kx,3.49,4,MAE,3,2,1,3,0
ebv4ag,3.38,4,CS,4,1,4,1,3
rii1ig,3.21,3,MSE,5,3,2,1,0
etm2ox,3.47,3,MAE,5,4,1,3,4
fbm1aa,3.44,4,SYS,4,4,2,4,5
wda3fq,3.06,2,ECE,3,5,0,1,3
gwh3ke,2.97,4,CS,5,5,3,1,3
bdw4bu,3.24,4,CPE,1,3,4,0,2
vys3hm,3.82,2,CHE,3,1,3,5,2
wxg1aa,2.7,3,SYS,3,0,4,0,5
tvb1ke,2.61,2,ECE,2,2,0,4,3
hbz6uq,3.27,2,MSE,5,4,3,1,4
mhk4nm,3.22,1,CHE,5,2,0,1,1
