Computing ID,GPA,Major,Size Preference,Reading,Writing,Group Work,Time Commitment
loq2yw,3.66,CS,2,1,5,5,5
yrf7jw,2.83,CS,4,2,2,5,3
gjy2pc,3.3,CS,2,3,1,4,5
top0af,3.59,ECE,5,3,5,2,4
vft0el,3.4,CPE,4,1,1,4,0
frf3km,3.28,ECE,4,2,5,1,0
evo3hw,3.6,CPE,2,1,4,5,2
coq5vr,2.12,CHE,2,5,3,3,5
bzs6dq,3.47,CHE,1,3,5,4,2
rfm5eh,2.94,CS,5,4,4,3,2
gko3rq,2.47,CHE,1,1,2,3,3
sil6fj,3.4,MSE,4,5,4,5,1
cqp3cu,3.75,CS,2,3,2,4,2
xzs5hf,3.15,CS,4,2,5,3,1
tdv2nh,3.58,MAE,4,3,2,1,1
ekm5pi,3.84,CS,3,2,4,2,0
wsx7xc,3.73,CS,3,2,3,2,4
vlc8iy,3.86,CS,4,1,1,5,4
dlv5zq,3.5,MSE,2,1,1,4,5
bob4xs,3.23,CS,4,3,3,4,3
lut2fe,2.56,MAE,3,5,1,2,3
lqm9rh,3.1,SYS,2,3,5,1,4
gco1to,2.86,CS,4,4,5,2,5
ihl7cc,4,CHE,5,2,4,2,4
prc9ls,3.13,MAE,5,2,4,4,5
hcp5rk,3.25,CS,4,1,2,3,5
nnk9hb,3.42,ECE,2,5,4,1,5
uxl8xv,3.22,ECE,4,1,5,4,5
pav6cw,3.88,CS,4,4,4,2,0
dsa5ae,2.95,MSE,3,3,1,3,0
nes8gn,3.28,MSE,5,3,2,1,4
dzl6ms,2.9,ECE,3,5,2,5,5
aqa1lk,2.67,SYS,3,1,5,1,2
frb0hg,2.96,ECE,4,1,4,1,5
gjp1ue,3.19,CS,3,4,1,2,2
gru6he,3.03,MAE,5,3,4,2,0
bdl9rn,2.92,ECE,3,1,3,5,5
twf4xn,2.64,CHE,5,5,4,5,1
stm2lg,3.17,CS,3,3,5,5,4
wty5mi,2.6,CPE,5,4,4,4,5
uzl6gq,3.5,CS,3,5,2,4,3
xtt2kc,3.23,CS,3,2,1,2,2
nxw2ls,2.62,ECE,2,4,5,2,5
nct5tx,3.08,ECE,5,5,3,5,1
cck2ju,2.9,ECE,5,1,1,4,2
ljz8me,3.33,CHE,5,2,1,3,1
idn0ue,3.74,MSE,1,4,2,4,4
syn6xm,2.45,CS,3,1,2,2,4
hlf9dm,3.25,CS,5,2,2,4,4
yfp8wc,3.14,CPE,1,3,5,2,0
ofo3av,3.47,CS,2,1,4,5,1
oma0eh,3.29,CS,5,5,1,5,5
tfi4oj,2.9,MSE,5,4,4,5,3
fyy9xk,3.07,CS,1,2,4,3,3
fbd1fd,2.88,ECE,3,1,2,3,4
oer6rx,3.63,CS,2,3,4,2,3
mqc2dh,3.21,SYS,5,4,1,1,2
xug1nq,3.96,CHE,3,4,1,3,1
hvb5za,3.18,CS,2,1,3,2,1
rda2sr,2.92,CPE,4,3,5,4,1
qvd7fl,2.59,CHE,4,2,4,5,2
ajv0gj,2.48,CS,2,1,5,5,5
smp5av,2.57,MAE,1,2,5,5,0
jfa7fs,3.31,CS,2,4,5,2,2
trp0lo,3.4,MAE,2,2,5,5,1
tdj3wl,2.57,CS,1,3,1,3,1
hki1nb,3.56,CS,1,5,4,4,1
prx1lb,3.01,CS,3,3,3,5,5
jbh7hq,3.26,ECE,3,2,5,2,3
xns6yh,3.84,ECE,1,1,3,4,0
yle3ju,3.56,CPE,4,4,1,5,2
ayf0xa,3.09,CS,4,5,1,1,1
zoj3kp,2.84,CHE,2,1,2,5,4
jmi6tw,2.34,MAE,5,1,5,3,0
flc6mo,2.91,MSE,2,3,2,4,4
eek9ed,3.12,ECE,2,2,3,3,0
vid6at,2.81,CS,5,3,4,1,1
jdc7qx,3.15,SYS,1,2,2,1,0
lia5et,3.23,ECE,4,3,1,3,0
zxf1uu,3.11,CS,2,1,5,4,1
qnv6wr,2.94,CS,5,4,3,1,5
rmp5au,3.27,CS,3,2,1,1,4
bxq8au,3.38,CS,2,5,4,5,5
txs3mx,2.76,CHE,4,5,5,2,4
idr0ix,3.76,CS,1,1,4,1,3
bgo6ma,3.16,CPE,2,3,4,4,4
ngm7ae,3.21,CHE,2,3,5,4,4
oaj5mu,3.48,MAE,5,1,5,5,0
ytg8le,3.29,CS,3,5,4,4,3
myw8cc,3.58,ECE,3,5,3,5,1
gok9uf,3.31,CS,1,3,5,1,1
pif2zu,2.96,CS,4,2,1,1,2
wij2dh,3.34,CS,1,4,2,1,3
izc6of,2.74,CS,2,2,3,1,0
bzh9fh,3.24,SYS,2,5,5,2,2
yud7lk,3.19,CPE,3,2,5,2,2
tov7ic,3.12,CS,4,4,3,1,1
low0xc,3.15,ECE,5,2,2,4,4
wwt4oy,2.45,CS,4,2,4,5,0
ypp1lh,2.98,ECE,2,2,1,3,3
swj8uk,3.24,CS,5,2,5,5,2
ovz6lb,3.26,CS,4,1,2,3,0
qsa5uo,2.79,SYS,4,5,1,3,1
ppf8ao,3.71,SYS,5,4,3,1,2
fys3pj,2.85,CPE,2,5,5,3,2
hig4th,3.59,CPE,4,1,4,1,5
otm4op,3.37,CS,5,1,3,2,1
njb1sn,2.94,CS,2,1,5,4,5
nbq0ix,3.91,SYS,5,1,2,3,1
ups3yu,2.72,ECE,5,2,1,4,1
mqm1nx,3.57,CS,4,5,1,1,5
mes1mf,3.6,MSE,2,3,5,3,0
ulw7id,2.93,CS,4,4,3,5,0
wlg1kl,3.76,SYS,1,1,4,2,0
aur9qe,3.1,SYS,1,5,2,2,4
pvr0ee,3.32,CS,2,1,5,3,2
omg7xc,3.3,CS,5,1,2,2,0
xcp9xs,3.15,CPE,4,1,1,5,4
xgi4we,3.52,ECE,4,1,4,4,2
aso4ye,3.52,CPE,2,1,2,5,0
chq1jh,2.5,CS,2,4,5,2,1
jyy3cy,3.72,MAE,1,5,4,4,3
csq5lg,2.54,CHE,3,1,3,5,0
had1ey,3.61,CS,2,1,5,1,3
udq9bc,3.65,ECE,3,1,2,1,0
mrq9yl,2.76,CS,2,1,4,4,1
wna4rh,3.04,SYS,5,2,5,4,3
srt0ji,2.76,CS,5,2,4,4,4
alv3wd,3.11,ECE,1,3,4,1,1
dir7ay,3.08,CS,1,1,4,5,3
ndx2ip,3.51,CS,3,3,2,4,3
gbd6gn,3.72,CS,2,4,5,1,5
xgt4xc,3.76,ECE,4,3,1,4,5
zvn3ew,2.98,CS,1,5,1,4,1
cql0uv,3.12,CS,4,2,2,4,1
bph5xy,2.53,CPE,4,2,2,1,1
bvj2cu,2.88,ECE,2,1,4,5,2
jwl8te,3.59,CS,3,1,5,1,4
qma5jn,3.85,ECE,2,4,5,1,0
rgv0tq,2.71,ECE,1,4,3,4,5
hna3qg,2.96,CS,4,5,3,3,3
bqz7pm,3.19,CPE,2,1,1,3,5
ciy2vr,3.31,ECE,2,1,3,3,0
zlt2av,2.88,MSE,2,4,3,1,1
vfr3ds,3.37,CS,1,4,1,4,5
kls5jn,3.01,CS,3,4,1,3,4
dnq8mm,3.19,SYS,2,2,3,2,4
efw7lc,3.42,CS,1,3,5,2,2
liy7cz,3.2,CS,4,3,3,2,5
nzw7ly,3.03,SYS,5,1,4,5,1
mrn8rv,3.16,ECE,1,2,4,4,3
pqr9sd,3.16,SYS,5,4,4,1,2
who2pb,3.05,CHE,2,1,2,1,1
ylr5cv,3.1,CS,2,2,4,4,2
utf5tk,3.84,MSE,1,5,5,5,5
dsm4br,3.42,SYS,5,2,2,4,0
ixy6gs,3.08,SYS,2,1,2,5,5
iwj2cj,3.48,CS,4,3,4,3,1
lsc5gk,3.07,MAE,3,4,3,3,3
baw4kv,3.67,CHE,3,5,1,5,3
ltw3wo,3.35,CS,2,2,3,4,1
jpl7ci,3.16,CS,5,1,3,3,2
ztc8ks,3.38,CS,2,1,2,4,4
rwp1gj,2.57,CHE,5,4,2,3,1
zdy5pj,2.75,CS,4,1,2,4,5
jjp0zw,2.72,MAE,5,1,5,4,3
fhg2cf,3.26,MAE,2,4,5,2,0
ksn4wi,3.89,CHE,4,5,1,5,3
hms6xf,4,CS,1,3,2,1,4
bze5as,3.46,CPE,3,3,4,5,3
rgh9kr,3.4,CS,2,2,2,4,4
ikv7gt,2.48,CS,2,5,5,4,1
pdc6lg,2.98,CS,2,2,2,5,3
eka6pq,2.88,CS,4,3,5,4,2
htt1xd,2.95,ECE,1,4,2,3,5
ltu4nb,3.13,CHE,5,1,4,4,2
dce3cj,3.01,CS,1,3,1,5,5
jce2we,2.41,MAE,4,5,4,5,3
tev6pk,3.5,MSE,2,3,5,5,3
mtg9vu,2.77,CPE,3,5,3,2,5
ryv7ub,3.3,ECE,2,5,4,2,0
ulf4cg,4,ECE,5,5,2,2,3
qfb7eo,2.83,CHE,3,2,1,2,0
fry6zq,2.19,CS,2,4,2,2,0
ybz7np,3.09,CS,3,3,2,2,5
zww1dw,3.64,CHE,1,4,4,2,0
yre0fw,3.98,MAE,4,1,1,5,0
bbt6uy,2.71,CS,2,3,3,1,1
dth9je,3.4,SYS,5,4,2,2,2
xyb8dg,3.01,CS,1,4,1,5,0
fpc6ym,3.16,MSE,2,1,3,1,2
vsb5su,4,CS,1,5,2,2,0
umc9cs,2.6,MAE,5,3,1,1,2
tiv4vp,3.3,MSE,2,3,4,1,3
oat5id,3.39,CS,5,1,2,3,3
aej2jh,3.63,CPE,3,5,2,4,2
afn3hc,3.24,MSE,5,3,1,3,0
mef0vp,3.32,ECE,3,3,2,1,1
mkm5fp,3.04,SYS,2,3,3,5,2
amn2vo,3.31,CS,3,5,2,2,4
owo6ns,3.06,CHE,2,1,5,4,1
cdr9az,3.45,CS,2,3,3,2,4
jlr2bx,3.05,CPE,4,4,1,5,2
mur4dm,3.35,CS,2,5,3,4,0
xyj2to,3.19,CPE,3,2,5,3,4
gtu7rq,3.65,CS,4,1,5,1,2
bqj1la,3.18,SYS,4,4,2,5,1
kel8pl,2.49,ECE,2,3,2,1,0
ryl0sn,3.7,CS,5,2,4,1,4
rdg8wk,2.84,SYS,5,1,3,2,2
cpu3yj,2.94,CPE,4,5,4,5,0
keu0tg,2.96,SYS,2,2,5,1,0
czc8op,3.75,CS,5,2,2,3,3
miq6eu,2.35,ECE,2,4,2,4,0
vax9hh,4,CHE,2,1,2,5,2
fht6zw,3.62,CPE,4,4,1,2,1
mma8wj,3.29,CPE,4,4,5,5,5
omq3nm,3.18,CHE,1,3,2,2,3
tbw1xh,3.31,ECE,5,5,5,4,2
yis6dq,3.41,CS,5,2,2,3,2
jfm1hd,3.46,CS,5,1,3,1,2
wir4cs,3.42,CHE,3,5,5,5,4
qkg8qf,3.24,CS,2,5,4,2,4
ank5hu,3.12,CS,4,1,1,4,1
sou4or,3.14,CS,5,5,4,1,2
fcs6vd,3.12,CPE,1,3,5,4,4
jku7gs,3.65,CS,5,5,2,3,4
gct3bf,3.44,CS,2,3,5,1,4
hue6kk,2.02,ECE,2,2,1,1,1
edw2cc,3.46,CS,4,2,5,1,1
sup6mn,3.28,CHE,3,4,2,2,2
lnk7ud,3.19,MAE,4,3,4,1,3
ojv6qs,3.04,CPE,5,2,3,4,2
knl2il,3.65,MAE,1,5,4,2,4
tee6rc,3.58,ECE,4,1,2,1,5
dvl0ti,2.89,CS,3,1,2,4,4
fqe3sx,3.36,CS,4,3,1,4,0
kes6rl,2.81,MAE,2,4,5,5,5
ngj8kx,2.65,CS,5,5,5,4,5
zoq0za,2.95,CS,5,3,4,3,2
fkm0pt,3.54,MAE,5,1,3,1,4
orx9ff,3.58,CPE,5,3,3,1,4
zwc1po,3.41,ECE,5,5,1,1,3
ccn4xo,3.49,ECE,5,2,2,4,0
hvd9rs,3.41,MAE,1,5,1,4,2
hoh1qp,2.94,CS,3,2,5,1,1
syq5aw,3.37,ECE,5,2,2,2,2
nds9we,3.52,SYS,3,2,1,2,5
bli6bg,3.5,CS,5,3,4,3,2
cjy3kb,3.68,CS,4,1,5,5,3
bsp2yx,3.48,CS,5,3,3,3,2
eae1wx,3.34,MSE,2,1,1,1,3
aex4tm,3.63,CS,1,5,5,1,5
hnv3bx,3.19,CPE,4,4,5,1,3
yqh6tu,2.85,MAE,4,5,3,5,4
pia6rn,3.13,CS,2,3,3,4,1
ttw0ne,2.9,CPE,5,3,3,5,5
squ9tr,2.93,CPE,1,1,1,3,3
ron7sk,3.14,MSE,4,3,3,4,0
cdc9qe,2.88,MSE,1,2,4,4,5
mdb1vv,3.08,MAE,4,3,5,3,0
jfy5xr,2.44,MSE,5,1,3,4,1
gjk8ir,3.29,CHE,4,1,5,2,3
zay6ws,3.2,SYS,4,2,2,3,5
wvf0kx,2.87,SYS,3,1,2,3,5
dqa8rr,3.46,MAE,5,4,3,2,1
ssz7he,3.58,MAE,2,5,5,5,4
zso0df,2.56,CHE,2,3,2,5,0
dkc1mu,2.89,MAE,5,4,3,5,5
eke7fz,2.89,CS,2,3,5,4,2
tar1je,2.82,CHE,5,4,3,2,0
mxa2zh,3.53,MAE,2,3,5,3,3
bke8rm,3.12,ECE,3,2,2,3,1
jni8mj,3.09,CS,2,1,3,3,0
vod0eu,2.4,SYS,4,1,2,4,2
lya6dm,3.45,CPE,5,2,3,4,2
sgd1oy,2.7,SYS,1,4,1,5,1
oux8rd,3.22,CS,1,5,2,4,1
lkt2sb,3.31,ECE,5,4,2,5,0
xti9wg,3.74,CS,3,1,4,5,3
hlx5gu,2.68,SYS,2,5,2,3,4
zwq8uz,1.99,CHE,3,3,5,4,2
wez5rq,3.27,CS,1,5,3,5,1
qya2yt,3.92,CS,5,4,1,2,4
nkl3js,3.7,CS,5,2,5,2,4
sjb9ev,3.28,CS,3,3,5,4,4
zfc9ly,3,SYS,3,4,5,3,3
ngr0yu,3.52,CHE,2,3,5,3,1
slk2ea,2.81,CS,4,5,1,5,2
iqs9tm,3.39,CS,4,1,4,4,1
afh6ph,3.4,CS,2,4,2,2,0
jbi1fr,3.62,CHE,4,2,5,5,2
jrj1gu,4,SYS,1,5,2,5,1
vsw6ko,3.36,CS,4,4,2,1,2
omk4gp,3,ECE,2,2,5,4,0
bjw0hk,3.19,CS,4,4,4,5,5
bep4eq,2.49,CS,5,5,2,2,2
rmy1wr,2.92,CPE,3,4,3,1,5
krm7bc,3.04,CS,1,3,2,2,4
njo2kt,2.99,CS,5,5,5,3,3
jny9kr,3.26,MAE,5,4,1,1,0
hvo8xc,2.87,MSE,2,1,2,1,2
cfu4ic,3.65,CS,3,4,4,5,0
vwc8cj,3.2,CS,3,3,3,3,4
lhb3xi,3.2,MAE,1,2,3,5,5
phz5vu,3.07,ECE,2,2,1,4,3
qjz9vq,3.26,CS,1,2,1,2,0
hqx3oc,3.53,CS,4,1,2,2,5
lww0pl,2.85,MAE,5,3,5,5,4
tlk8nd,2.94,CPE,1,5,4,2,4
rrb6ec,3.08,CS,5,2,3,2,4
fdw6yf,2.66,CS,2,3,1,4,5
fwu8yl,2.87,CS,4,4,4,3,2
ifa7ey,3.01,MAE,2,1,5,1,1
pts5kz,3.55,CS,4,3,3,5,0
yyu3bk,3.31,MAE,4,3,3,5,1
qgl4pw,3.28,ECE,5,5,5,4,4
igb4pn,3.54,CS,2,3,3,4,1
ofy4rt,3.15,CS,2,5,5,1,5
vxp5eh,3.36,ECE,1,1,3,3,4
mpu5wc,3.16,MSE,2,1,2,5,4
fhz6rk,3.31,MSE,1,4,5,4,3
ebb2pz,2.97,CPE,3,5,4,5,3
lzp6du,2.22,CHE,3,5,2,2,5
wha2lf,3.15,CHE,3,2,4,5,5
nda7ty,3.77,CS,2,2,3,3,1
urb6gx,3.57,CS,2,4,4,3,0
ihb2fd,3.59,ECE,1,1,2,5,1
ihx8rf,3.69,ECE,4,2,5,2,5
xif3lo,3.24,SYS,1,3,1,3,0
ifk9pg,3.28,CS,3,1,4,4,1
duz9fb,2.95,CS,1,3,1,5,2
xxq7uo,3.07,ECE,4,5,4,2,2
kpi0bp,3.45,ECE,2,1,4,4,0
vbz8nz,3.68,MSE,1,4,5,5,3
bxy2xu,3.14,CHE,3,5,3,2,0
xej3ip,3.02,CPE,3,5,2,4,1
hwr0ir,3.2,CS,2,3,2,3,4
rcv5er,3.44,MSE,1,5,2,5,2
qwu3yt,2.62,ECE,4,2,3,5,4
brj5pi,2.28,ECE,2,1,1,3,2
tkg7xm,2.98,CS,1,2,2,1,1
xpw9le,2.71,MSE,5,3,1,4,2
upu8jk,3,SYS,3,3,3,3,0
ipm1ag,3.14,ECE,4,1,3,5,4
odg6qy,3.02,CHE,4,5,5,4,5
ura9eq,3.78,CHE,4,4,2,4,4
lfv8mh,3.33,CS,3,3,5,1,1
qvf2bc,3.32,SYS,1,1,2,5,5
nno4mg,3.45,SYS,2,4,3,2,4
qjf9ve,2.74,CS,1,5,3,1,1
tzq4qa,3.62,CPE,2,3,4,1,3
byc6sq,3.17,ECE,4,1,4,2,0
qvi1us,3.47,ECE,1,1,3,2,2
aqx1le,2.77,ECE,4,1,3,1,2
drc9bf,2.58,ECE,5,3,1,4,2
hsm3rg,3.53,ECE,4,4,1,3,3
kmy7aw,3.35,CS,4,1,5,3,0
ihl6el,2.84,CPE,2,5,4,1,4
yea5nm,2.85,CS,5,1,4,4,4
xgp9vo,3.65,SYS,4,4,3,2,0
llf1iq,2.72,MSE,4,3,3,1,5
pxn8ws,3.86,MAE,5,1,5,5,0
dkj6nt,2.84,CS,5,1,4,4,2
ptz6dw,3.46,CHE,1,5,1,5,4
gbi3ap,3.07,CPE,2,5,2,5,0
dig6mp,3.44,CPE,5,1,5,1,4
xup5do,2.98,MAE,5,1,2,4,0
rzn5yz,3.13,CPE,3,5,1,5,1
gah4qi,3.22,CPE,5,4,1,4,2
upo3sb,2.8,CS,2,2,2,3,0
wrt4sz,3.5,CS,4,2,5,5,3
qfk0hh,2.99,CHE,4,1,2,5,0
swq9wm,3.11,ECE,4,5,5,4,1
dge0yb,2.8,CS,4,3,5,3,3
wwt3qf,2.18,ECE,3,3,3,5,3
dhq5ak,3.12,CPE,5,2,4,1,0
eyq6uz,4,CPE,4,4,4,4,1
ttz8bg,3.51,CS,1,2,1,4,3
uyj5nc,3.19,ECE,4,1,3,5,2
xos3rk,3.09,CHE,5,4,4,3,5
zfr2de,3.21,CHE,4,3,5,5,2
izp9th,3.42,CS,3,5,5,2,4
oxw9hw,2.73,MAE,2,5,2,5,4
kba9vz,3.65,MAE,2,1,2,2,1
bso5lr,3.49,CHE,5,2,5,1,3
jhs6jm,3.49,MAE,2,1,5,4,2
eqp9yp,3.38,CS,2,5,2,4,2
lhl5wm,3.21,MSE,1,3,4,3,5
vad2lx,3.47,MAE,5,5,1,5,1
bod4ka,3.44,SYS,5,4,2,1,3
zgn6eg,3.06,ECE,2,5,4,2,1
jht9hr,2.97,CS,2,5,4,3,0
kdd0oc,3.24,CPE,2,4,4,1,2
msi0ub,3.82,CHE,3,2,3,1,1
kbm4rg,2.7,SYS,4,5,3,2,1
mlf5aw,2.61,ECE,3,1,4,2,5
lxu8wb,3.27,MSE,5,5,5,4,0
sny1jn,3.22,CHE,1,1,3,5,4
kbw8lt,3.27,CHE,4,4,2,3,2
vta6uj,3.3,ECE,1,5,3,5,5
oqe0ep,3.11,MAE,5,4,5,3,1
qkc0mg,3.8,ECE,5,4,1,1,2
gdu8va,2.56,CS,1,2,3,2,4
ozp8bk,2.87,MSE,1,5,4,2,1
ebl5rk,3.16,CS,1,1,4,1,0
bto6le,2.54,ECE,5,1,4,1,2
xqy8kr,3.13,CHE,2,5,1,3,5
hpo0xd,3.86,CS,1,2,5,1,0
lfg9so,3.21,ECE,4,2,2,3,4
dua1jt,3.29,CS,5,2,5,5,4
gwj1vy,2.7,CHE,3,1,1,2,2
amx1wo,2.95,MAE,3,4,4,2,4
dko9yp,3.05,CS,4,2,5,2,3
rcd5xn,3.07,CS,2,1,2,5,5
skj6yw,3.71,CHE,1,1,4,5,2
rpq7kq,3.42,CS,5,4,2,4,3
ujy3po,2.76,CS,1,5,3,3,4
bdf0aj,3.3,ECE,5,5,2,3,2
ecn8ln,3.4,CS,3,2,4,4,3
uhw7gk,3.66,CHE,1,2,3,2,4
gug8eo,3.83,CPE,4,4,4,3,1
qnj0sl,2.79,MAE,2,2,4,3,1
hic7ws,2.88,CHE,4,4,3,2,0
won6vq,2.7,CHE,2,1,2,1,1
xtz6rc,3.11,ECE,1,2,1,1,3
ruj6iq,3.39,CPE,1,1,1,4,5
vhz1gx,3.59,SYS,2,3,1,5,1
hvt3vq,3.17,CS,3,4,1,3,2
fwk5jp,3.07,CHE,5,3,5,3,2
cno7dt,3.26,ECE,4,2,1,4,2
qey4di,2.87,MAE,4,1,3,4,1
diz1ox,4,CS,4,2,1,3,1
gwg1ui,2.56,SYS,1,3,4,2,0
oad1nu,3.27,SYS,4,2,1,2,5
cdd7ke,4,SYS,5,5,2,5,5
jti9nw,3.2,CS,5,3,3,3,4
qey2yn,3.12,CS,2,2,3,3,0
odn3dr,3.06,CS,1,1,5,3,3
txv0nd,3.13,CS,5,2,4,3,2
gji1xp,3.75,MAE,3,1,3,4,1
qai1dk,2.32,ECE,1,5,2,1,4
eqq6dr,3.81,CPE,1,2,1,3,4
rwa2bf,2.63,MAE,5,5,3,1,1
tut0mp,3.09,CPE,3,3,2,2,0
icj0kw,3.03,MSE,2,1,1,5,4
fuy7sw,3.44,SYS,5,3,5,2,5
xek7vb,2.56,SYS,3,1,3,3,0
usn0ec,3.38,MAE,1,5,3,2,1
wgf8uo,4,SYS,3,4,2,4,0
jxn4eh,2.65,CPE,1,2,4,1,5
aax2ao,3.28,MAE,5,5,5,3,2
nqr9vy,2.94,CS,5,1,4,4,1
jmp3dc,3.37,MAE,4,1,3,1,5
nhy8ct,3.21,MAE,4,1,4,4,1
bpe5wd,2.94,CS,4,1,1,2,5
qwv6yi,3.4,MAE,5,2,5,3,5
mkc1ts,3.92,CS,2,3,4,2,4
iqs9qh,3.12,CPE,5,4,1,5,4
hxw7gm,3.49,CS,3,2,2,3,4
eqr6pp,2.68,MAE,5,1,4,2,2
uxj0aw,2.82,CS,5,2,5,3,2
vya9yd,3.39,CPE,1,5,1,1,5
isf9wj,3.79,CPE,1,1,4,3,3
vsi0sh,3.34,CS,1,4,2,3,1
fet4fb,3.07,ECE,5,1,4,1,4
ret4en,3.2,ECE,2,4,1,2,1
ndr9yy,2.7,ECE,3,4,4,3,5
lob5gl,3.44,CHE,3,3,5,4,0
ojn9ns,3.55,CS,2,3,3,3,5
ipk9wz,3.02,ECE,2,2,1,2,2
ozo1fg,3.01,CS,3,2,1,1,3
otj9ck,3.31,ECE,4,4,1,2,0
cmq9ud,3.03,CS,1,1,1,5,1
abt1ql,3.17,CS,1,5,4,3,2
xvg7al,4,ECE,3,5,5,3,4
vxx2uk,3.1,CPE,2,1,2,1,0
ule9qb,3.06,CHE,4,1,5,3,2
iju6ee,2.94,MSE,3,3,1,4,1
cal4ar,3.5,CHE,1,5,4,4,5
wmn2rg,3.13,ECE,5,4,4,2,1
uwc3gy,2.94,SYS,2,2,1,1,0
naf8kl,3.73,CS,5,3,4,5,0
iqm9rd,3.77,ECE,3,5,1,2,5
ddn5yi,2.96,CHE,1,1,5,1,0
cgx7wj,2.45,CS,4,5,3,1,3
pal0ba,3.6,CHE,5,4,4,2,4
juc7hf,2.93,MAE,4,3,1,2,2
xop2eu,3.52,CS,1,1,1,3,5
yzn2tc,2.41,CPE,5,4,4,5,1
yws5fo,3.56,CS,4,2,2,4,1
pyj4kk,2.72,CPE,4,3,1,3,4
tnh7wt,3.49,CS,5,4,4,1,0
dsl5aj,3.21,CS,1,4,1,5,0
hcl1vi,2.82,CS,4,1,2,5,1
grq9cl,3.04,MAE,3,2,3,2,4
pma4eg,3.47,ECE,5,4,2,5,1
gyo7nm,3.24,CS,2,3,5,5,0
rhn0om,3.43,ECE,2,4,4,1,5
cxm6cp,3.99,CS,1,5,2,3,2
pzc0dz,2.57,SYS,3,3,3,5,0
eor5th,3.85,ECE,4,3,1,2,5
gwo3ss,3.24,MAE,2,4,4,3,2
rjx3zn,2.84,MAE,1,1,2,2,3
pdd4jy,2.67,SYS,3,3,3,5,4
pty5pl,3.12,CS,3,5,2,3,5
thp8xg,3.57,CS,1,1,5,5,3
exa9gn,3.15,ECE,1,1,4,1,0
vgy5ri,3.8,CS,4,1,1,3,4
vtm1jb,2.62,ECE,1,3,3,2,5
bzh0sx,3.2,CS,4,1,2,1,0
nms6bp,2.7,MSE,4,4,4,4,4
ydn0ec,3.35,CS,5,1,2,2,4
ncu4uz,3.55,MAE,3,5,4,5,0
mbl2rp,3.03,CS,3,2,5,2,0
lkl1uh,2.16,MSE,3,5,2,4,5
jys8wh,3.28,CHE,5,3,5,2,4
xns3zu,3.37,CS,4,1,3,1,5
glt3qs,3.36,ECE,4,1,5,2,4
rcm6hq,3.69,ECE,1,4,4,3,5
kbl9je,2.77,CPE,5,1,3,4,0
nmx3me,3.47,CS,1,5,2,2,0
waq0gp,3.68,CS,5,3,2,4,1
weh8ow,2.49,CS,1,2,4,1,5
vby7if,3.33,CS,2,1,1,3,1
stl0hv,3,ECE,3,2,1,5,1
mew8pv,3.17,MAE,3,1,2,2,3
gqi5is,3.34,CS,4,3,4,1,4
pgk3iu,3.01,MSE,2,5,1,4,2
fyu7ks,2.93,CHE,3,3,5,4,3
pww7va,3.21,CS,4,2,2,1,4
lga1og,2.77,CPE,2,1,5,2,2
tpz3is,2.77,ECE,3,2,4,5,1
hxm5tj,3.47,SYS,1,5,5,2,2
okx5ac,2.74,SYS,5,3,1,3,0
wdp8tb,3.47,CS,2,2,1,2,0
sud3io,3.39,CS,4,2,3,3,5
cuk8xa,2.51,CS,2,5,2,4,4
gzu6wt,2.93,CPE,4,1,4,3,3
xdd2rd,3.68,ECE,2,2,2,5,1
ifv3or,2.81,CS,4,5,5,1,4
egs2nq,3.01,CS,3,1,4,3,1
aba1ov,3.38,MSE,1,1,4,2,0
chq7xr,3.51,CS,3,3,1,3,3
fku8jr,3.1,MSE,1,5,5,4,3
rsw8au,2.96,ECE,3,1,1,3,0
bil7ys,3.77,CHE,3,3,1,5,2
bbg3jd,3.9,CS,2,4,3,3,3
wfg6pa,3.59,SYS,5,5,1,5,2
gll3pf,3.23,CHE,4,4,2,2,1
mdw7at,2.88,ECE,4,1,4,4,3
fhq3rx,2.87,MSE,4,5,1,1,5
pjo8ec,3.41,CS,1,3,2,2,0
qgi2us,3.37,MAE,4,1,5,2,2
ltd7nu,3.76,CS,4,5,4,1,5
oii1dm,3.46,CS,2,5,5,3,1
wzh3fh,2.6,CS,3,4,2,3,1
trl4io,3.62,SYS,4,1,5,3,3
vjq5qh,2.8,SYS,5,3,5,4,3
iiy9cb,3.05,MSE,4,3,5,2,5
wkh6ah,3.3,SYS,1,1,1,5,4
awl6xk,4,CS,1,1,1,1,4
pjm6wq,4,CPE,1,2,1,2,3
zgz8uc,3.44,CHE,4,4,4,3,4
sfp7fd,3.13,SYS,2,1,2,1,0
ydr1dk,3.41,CS,5,1,1,5,5
fqj9cu,3.56,ECE,4,2,5,2,0
pfj9sd,3.07,CS,2,2,5,2,4
gel1uv,3.92,CHE,2,5,5,4,3
fak0kk,3.29,CS,4,3,5,2,0
dpf6zf,3.4,ECE,4,4,3,2,1
cok0ig,3.47,CS,2,5,4,5,3
okh6zs,3.37,CS,2,1,2,5,5
jai7eh,3.54,CHE,2,2,2,1,2
cbk4wl,2.95,CS,4,3,1,3,2
boe2uq,2.98,CS,2,5,3,5,3
wwt8as,2.76,CS,1,3,2,1,4
dqf7th,3.38,CHE,4,2,4,2,0
yrw0gp,3.51,CS,1,5,5,1,0
unz6gu,3.38,CS,3,5,1,1,3
qtq5nk,3.87,CS,4,3,4,1,1
